Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
"BC Finance - Forest Revenues Change from Budget 2011, Table 2.4",bc-finance-forest-revenues-change-from-budget-2011-table-2-4,Dataset,339c40f9-4b30-4baa-9594-3927d4d71222,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia forest ,completed,https://catalogue.data.gov.bc.ca/dataset/339c40f9-4b30-4baa-9594-3927d4d71222/resource/28ceb2a2-09cc-4a42-83b0-79fe2bcbe4f4/download/bcfin2012forestrevenuechange2011.xlsx,xlsx,BC_Fin_2012_Forest_Revenue_Change_2011.xlsx,28ceb2a2-09cc-4a42-83b0-79fe2bcbe4f4,Data,
"BC Finance - Capital Expenditure Projects Greater Than $50 Million, 02-21-2012, Table 2.9",bc-finance-capital-expenditure-projects-greater-than-50-million-02-21-2012-table-2-9,Dataset,2ae8992f-c9b1-40f7-bad9-f818dcdaa573,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia capital,completed,https://catalogue.data.gov.bc.ca/dataset/2ae8992f-c9b1-40f7-bad9-f818dcdaa573/resource/662d095c-5508-46bd-a113-b07a149a04e4/download/bcfin2012capitalgreater50millionfeb212012.xlsx,xlsx,BC_Fin_2012_Capital_Greater_50_Million_Feb21_2012.xlsx,662d095c-5508-46bd-a113-b07a149a04e4,Data,
"BC Finance - Operating Statement, 2000-2001 to 2011-12, Table A2.2",bc-finance-operating-statement-2000-2001-to-2011-12-table-a2-2,Dataset,1631b19e-af6e-4d99-95c9-662dbe25bf28,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation summarizing British Columbi,completed,https://catalogue.data.gov.bc.ca/dataset/1631b19e-af6e-4d99-95c9-662dbe25bf28/resource/aba85b5d-5452-4521-a0bf-b10cf48182e5/download/bcfin2012operatingstatefye01fye12.xlsx,xlsx,BC_Fin_2012_Operating_State_FYE01_FYE12.xlsx,aba85b5d-5452-4521-a0bf-b10cf48182e5,Data,
"BC Finance - Expense by Ministry, Program and Agency, Budget 2011, Table 2.7",bc-finance-expense-by-ministry-program-and-agency-budget-2011-table-2-7,Dataset,13046ef8-50ed-43f0-bf8b-2c2802b42867,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of the British Columbia exp,completed,https://catalogue.data.gov.bc.ca/dataset/13046ef8-50ed-43f0-bf8b-2c2802b42867/resource/8db9c23c-586e-4ad3-9bbd-c0609a1e1cce/download/bcfin2012expenseminprogagfye12.xlsx,xlsx,BC_Fin_2012_Expense_Min_Prog_Ag_FYE12.xlsx,8db9c23c-586e-4ad3-9bbd-c0609a1e1cce,Data,
"BC Finance - Consumption and Other Tax Revenues Change from Budget 2011, Table 2.2",bc-finance-consumption-and-other-tax-revenues-change-from-budget-2011-table-2-2,Dataset,122fc31c-e5f2-4a6d-afec-f355040c0da9,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia consump,completed,https://catalogue.data.gov.bc.ca/dataset/122fc31c-e5f2-4a6d-afec-f355040c0da9/resource/95a10ae6-70b6-450a-ba92-94701f1afab4/download/bcfin2012consumptionothertaxes2011.xlsx,xlsx,BC_Fin_2012_Consumption_Other_Taxes_2011.xlsx,95a10ae6-70b6-450a-ba92-94701f1afab4,Data,
"BC Finance - Net Liabilities and Accumulated Surplus, Budget 2011, Table 2.13",bc-finance-net-liabilities-and-accumulated-surplus-budget-2011-table-2-13,Dataset,08a193ac-7d6d-4d9c-8546-0c2c5c10b560,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia net lia,completed,https://catalogue.data.gov.bc.ca/dataset/08a193ac-7d6d-4d9c-8546-0c2c5c10b560/resource/0cb77f1d-60a5-42fd-84b1-28391172b29d/download/bcfin2012netliabilitiesaccsurplusfye12.xlsx,xlsx,BC_Fin_2012_Net_Liabilities_Acc_Surplus_FYE12.xlsx,0cb77f1d-60a5-42fd-84b1-28391172b29d,Data,
Consolidated Revenue Fund Detailed Schedules of Payments - FYE12 - Travel expenses,consolidated-revenue-fund-detailed-schedules-of-payments-fye12-travel-expenses,Dataset,f870466b-f2b6-4903-ae6a-ab8ebd7cb98d,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"For the fiscal year 2011-2012, the travel expenses",completed,"https://catalogue.data.gov.bc.ca/dataset/f870466b-f2b6-4903-ae6a-ab8ebd7cb98d/resource/6360119c-aa8a-42bc-9a9d-7e60fd4b21fc/download/fye12travel.csv, https://catalogue.data.gov.bc.ca/dataset/f870466b-f2b6-4903-ae6a-ab8ebd7cb98d/resource/3f758cf0-cc0c-433d-98a7-1357a8db1854/download/fye12travel.xls","csv, xls","FYE12_Travel.csv, FYE12_Travel.xls","6360119c-aa8a-42bc-9a9d-7e60fd4b21fc, 3f758cf0-cc0c-433d-98a7-1357a8db1854","Data, Data",
Office of the Comptroller General - FYE12 - BC Government Transfers,office-of-the-comptroller-general-fye12-bc-government-transfers,Dataset,c4a84da4-7c5e-4cc9-90b5-993d132769ff,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"For the fiscal year 2011-2012, government transfer",completed,"https://catalogue.data.gov.bc.ca/dataset/c4a84da4-7c5e-4cc9-90b5-993d132769ff/resource/9c80b6b0-0114-40ab-ba24-7554fc3a7f7f/download/fye12govttransfers.csv, https://catalogue.data.gov.bc.ca/dataset/c4a84da4-7c5e-4cc9-90b5-993d132769ff/resource/4c31af15-16c5-42ef-adf9-3e55ea090fe9/download/fye12govttransfers.xls","csv, xls","FYE12_Govt_Transfers.csv, FYE12_Govt_Transfers.xls","9c80b6b0-0114-40ab-ba24-7554fc3a7f7f, 4c31af15-16c5-42ef-adf9-3e55ea090fe9","Data, Data",
Consolidated Revenue Fund Detailed Schedules of Payments - FYE12 - Suppliers to BC Government,consolidated-revenue-fund-detailed-schedules-of-payments-fye12-suppliers-to-bc-government,Dataset,b09490b0-a668-4793-a12a-f6a8386ce8b0,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"For the fiscal year 2011-2012, the details of paye",completed,"https://catalogue.data.gov.bc.ca/dataset/b09490b0-a668-4793-a12a-f6a8386ce8b0/resource/5b4dff90-0e05-4d52-b4ea-479d5ea98f75/download/fye12suppliers.csv, https://catalogue.data.gov.bc.ca/dataset/b09490b0-a668-4793-a12a-f6a8386ce8b0/resource/a0885d64-603c-471f-9ea1-94a7db3e8b4c/download/fye12suppliers.xls","csv, xls","FYE12_Suppliers.csv, FYE12_Suppliers.xls","5b4dff90-0e05-4d52-b4ea-479d5ea98f75, a0885d64-603c-471f-9ea1-94a7db3e8b4c","Data, Data",
Members of the Legislative Assembly Compensation - FYE12,members-of-the-legislative-assembly-compensation-fye12,Dataset,64605d6c-d72b-458a-87e7-47f0a4b6d72e,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,Members of the Legislative Assembly Members Compen,completed,"https://catalogue.data.gov.bc.ca/dataset/64605d6c-d72b-458a-87e7-47f0a4b6d72e/resource/490fa661-59f4-46d3-8d7b-2899dc026cac/download/fye12memberscompensation.csv, https://catalogue.data.gov.bc.ca/dataset/64605d6c-d72b-458a-87e7-47f0a4b6d72e/resource/067954b2-4386-4663-8beb-1db4d0711288/download/fye12memberscompensation.xls","csv, xls","FYE12_Members_Compensation.csv, FYE12_Members_Compensation.xls","490fa661-59f4-46d3-8d7b-2899dc026cac, 067954b2-4386-4663-8beb-1db4d0711288","Data, Data",
"Consolidated Revenue Fund Detailed Schedules of Payments - FYE12 - Order-In-Council, Other Appointees and Employees not Appointed under the Public Service Act",consolidated-revenue-fund-detailed-schedules-of-payments-fye12-order-in-council-other-appointees-and,Dataset,62f8f08b-6613-4269-b555-db49d66d3a1e,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"For the fiscal year 2011-2012, the salaries and tr",completed,"https://catalogue.data.gov.bc.ca/dataset/62f8f08b-6613-4269-b555-db49d66d3a1e/resource/e3290557-661c-403b-99ec-34d3178935c9/download/fye12oicsalariestravel.csv, https://catalogue.data.gov.bc.ca/dataset/62f8f08b-6613-4269-b555-db49d66d3a1e/resource/47d1da5f-5799-4039-bdf2-f9d4384ecff9/download/fye12oicsalariestravel.xls","csv, xls","FYE12_OIC_Salaries_Travel.csv, FYE12_OIC_Salaries_Travel.xls","e3290557-661c-403b-99ec-34d3178935c9, 47d1da5f-5799-4039-bdf2-f9d4384ecff9","Data, Data",
"Consolidated Revenue Fund Detailed Schedules of Payments - FYE12 - Employees with a gross salary of $75,000 or more",consolidated-revenue-fund-detailed-schedules-of-payments-fye12-employees-with-a-gross-salary-of-75-0,Dataset,49eb6c84-5cf2-41d1-b54b-21e9037f395b,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"For the fiscal year 2011-2012, the list of salarie",completed,"https://catalogue.data.gov.bc.ca/dataset/49eb6c84-5cf2-41d1-b54b-21e9037f395b/resource/e2d3d650-941a-47df-a0ec-9bd147424312/download/fye12nonoicover75.csv, https://catalogue.data.gov.bc.ca/dataset/49eb6c84-5cf2-41d1-b54b-21e9037f395b/resource/e5e91984-8c80-4017-9a56-692704a9aeee/download/fye12nonoicover75.xls","csv, xls","FYE12_Non_OIC_over_75.csv, FYE12_Non_OIC_over_75.xls","e2d3d650-941a-47df-a0ec-9bd147424312, e5e91984-8c80-4017-9a56-692704a9aeee","Data, Data",
Premier and Ministers Salary and Travel - FYE12,premier-and-ministers-salary-and-travel-fye12,Dataset,21ede316-fa4e-4644-984f-f4b654b1ea51,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,"Premier, and Ministers Salary and Travel Paid in t",completed,"https://catalogue.data.gov.bc.ca/dataset/21ede316-fa4e-4644-984f-f4b654b1ea51/resource/79b7d60b-6453-4837-ab63-81d8a59f5de3/download/fye12premierandministerssalarycclaandtravel.csv, https://catalogue.data.gov.bc.ca/dataset/21ede316-fa4e-4644-984f-f4b654b1ea51/resource/cfd2c2eb-1287-4873-802c-90eeeb01a38c/download/fye12premierandministerssalarycclaandtravel.xls","csv, xls","FYE12_Premier_and_Ministers_Salary_CCLA_and_Travel.csv, FYE12_Premier_and_Ministers_Salary_CCLA_and_Travel.xls","79b7d60b-6453-4837-ab63-81d8a59f5de3, cfd2c2eb-1287-4873-802c-90eeeb01a38c","Data, Data",
Deputy Ministers and Associate Deputy Ministers Salary and Travel - FYE12,deputy-ministers-and-associate-deputy-ministers-salary-and-travel-fye12,Dataset,171b1135-9387-48e6-a917-58822782b2fc,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,Deputy Ministers and Associate Deputy Ministers sa,completed,"https://catalogue.data.gov.bc.ca/dataset/171b1135-9387-48e6-a917-58822782b2fc/resource/0290c52c-bf8b-4113-88ab-d2992bdeb794/download/fye12dmandadmsalaryandtravel.csv, https://catalogue.data.gov.bc.ca/dataset/171b1135-9387-48e6-a917-58822782b2fc/resource/d34083d8-0b70-4bd1-85d9-781b54cbca9e/download/fye12dmandadmsalaryandtravel.xls","csv, xls","FYE12_DM_and_ADM_Salary_and_Travel.csv, FYE12_DM_and_ADM_Salary_and_Travel.xls","0290c52c-bf8b-4113-88ab-d2992bdeb794, d34083d8-0b70-4bd1-85d9-781b54cbca9e","Data, Data",
"BC Finance - International Goods Exports by Major Market and Selected Commodities, 2011, Table A1.7",bc-finance-international-goods-exports-by-major-market-and-selected-commodities-2011-table-a1-7,Dataset,eda3a71b-41ec-42b7-bb87-102a8c5d12a3,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia interna,completed,https://catalogue.data.gov.bc.ca/dataset/eda3a71b-41ec-42b7-bb87-102a8c5d12a3/resource/53807276-7e2a-4b0a-a89a-1e2d6fddb6c5/download/bcfin2012intergoodsexportsmmcomm.xls,xls,BC_Fin_2012_Inter_Goods_Exports_MM_Comm.xls,53807276-7e2a-4b0a-a89a-1e2d6fddb6c5,Data,
"BC Finance - International Goods Exports by Market Area, 2009 to 2011, Table A1.8",bc-finance-international-goods-exports-by-market-area-2009-to-2011-table-a1-8,Dataset,e8e9b4e8-7a40-4552-8666-5bbfbfe35552,767ab456-e63f-4118-8d0c-e1611f9cbcf0,Treasury Board Staff,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A tabular presentation of British Columbia interna,completed,https://catalogue.data.gov.bc.ca/dataset/e8e9b4e8-7a40-4552-8666-5bbfbfe35552/resource/0f625854-8310-4844-b16d-609cf8ea7035/download/bcfin2012intergoodsexportsmarkarea.xls,xls,BC_Fin_2012_Inter_Goods_Exports_Mark_Area.xls,0f625854-8310-4844-b16d-609cf8ea7035,Data,
Purchasing Card Expenditures - Province of British Columbia Summary and Details - FYE12,purchasing-card-expenditures-province-of-british-columbia-summary-and-details-fye12,Dataset,b59e7c15-c098-46ae-8969-ab9e3acb3c32,2e897c10-3789-428e-a702-aea161abf0f4,Financial Reporting and Advisory Services,Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-12-22,A summary and detailed lists of all government pur,completed,"https://catalogue.data.gov.bc.ca/dataset/b59e7c15-c098-46ae-8969-ab9e3acb3c32/resource/4958d845-d285-43e7-89d9-f5a22e224c0f/download/fye12purchasingcardsbcsummary.xls, https://catalogue.data.gov.bc.ca/dataset/b59e7c15-c098-46ae-8969-ab9e3acb3c32/resource/16428811-3142-4369-b910-9372200ad554/download/fye12purchasingcardsall.csv","xls, csv","FYE12_Purchasing_Cards_BC_Summary.xls, FYE12_Purchasing_Cards_All.csv","4958d845-d285-43e7-89d9-f5a22e224c0f, 16428811-3142-4369-b910-9372200ad554","Data, Data",
BC Annual Metal Shipments from 1858 Onwards,bc-annual-metal-shipments-from-1858-onwards,Dataset,6e4bd4cf-17cb-40bf-a5f4-91ad2b6ffe99,0bcf7800-82cf-4651-8e38-5531f70dbb5f,Mines and Mineral Resources Division,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-08-19,British Columbia annual metal shipments and values,completed,"https://catalogue.data.gov.bc.ca/dataset/6e4bd4cf-17cb-40bf-a5f4-91ad2b6ffe99/resource/d0de619f-72f5-42ad-b004-73ee38d5f165/download/ctempdatabcbcannualmetalshipments.csv, https://catalogue.data.gov.bc.ca/dataset/6e4bd4cf-17cb-40bf-a5f4-91ad2b6ffe99/resource/eccc7fe8-c868-42e0-b6e5-c867cffdece0/download/ctempdatabcbcannualmetalshipments.xls, https://catalogue.data.gov.bc.ca/dataset/6e4bd4cf-17cb-40bf-a5f4-91ad2b6ffe99/resource/2488e983-28b3-466c-878b-c07155a9e7cd/download/ctempdatabcbcannualplacergoldproduction.csv, https://catalogue.data.gov.bc.ca/dataset/6e4bd4cf-17cb-40bf-a5f4-91ad2b6ffe99/resource/f9a4cc28-bc8b-4ca3-9e29-f7dabc44fa9e/download/ctempdatabcbcannualplacergoldproduction.xls","csv, xls, csv, xls","bc_annual_metal_shipments.csv, bc_annual_metal_shipments.xls, bc_annual_placer_gold_production.csv, bc_annual_placer_gold_production.xls","d0de619f-72f5-42ad-b004-73ee38d5f165, eccc7fe8-c868-42e0-b6e5-c867cffdece0, 2488e983-28b3-466c-878b-c07155a9e7cd, f9a4cc28-bc8b-4ca3-9e29-f7dabc44fa9e","Data, Data, Data, Data",
BC Annual Construction Aggregate Production from 1930 Onwards,bc-annual-construction-aggregate-production-from-1930-onwards,Dataset,aacdfc51-34c0-4882-8ea0-6b342ec34e3d,0bcf7800-82cf-4651-8e38-5531f70dbb5f,Mines and Mineral Resources Division,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-08-19,British Columbia annual construction aggregate pro,completed,"https://catalogue.data.gov.bc.ca/dataset/aacdfc51-34c0-4882-8ea0-6b342ec34e3d/resource/5be625e9-c8bc-4d29-a862-127ad093a7da/download/ctempdatabcbcannualconstructionaggregateproduction.csv, https://catalogue.data.gov.bc.ca/dataset/aacdfc51-34c0-4882-8ea0-6b342ec34e3d/resource/ace3e5d3-1cac-4ea0-85c8-007a96dc3793/download/ctempdatabcbcannualconstructionaggregateproduction.xls","csv, xls","bc_annual_construction_aggregate_production.csv, bc_annual_construction_aggregate_production.xls","5be625e9-c8bc-4d29-a862-127ad093a7da, ace3e5d3-1cac-4ea0-85c8-007a96dc3793","Data, Data",
BC Annual Coal Production from 1866 Onwards,bc-annual-coal-production-from-1866-onwards,Dataset,387692b1-ff47-4a68-ab36-e88591474e7a,0bcf7800-82cf-4651-8e38-5531f70dbb5f,Mines and Mineral Resources Division,Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-30,2015-08-19,British Columbia annual production and values for ,completed,"https://catalogue.data.gov.bc.ca/dataset/387692b1-ff47-4a68-ab36-e88591474e7a/resource/c6549d10-2265-4884-849a-00efdd4c5168/download/ctempdatabcbcannualcoalproduction.csv, https://catalogue.data.gov.bc.ca/dataset/387692b1-ff47-4a68-ab36-e88591474e7a/resource/00d7f4ae-092f-4361-84ac-45bf3cf87a10/download/ctempdatabcbcannualcoalproduction.xls","csv, xls","bc_annual_coal_production.csv, bc_annual_coal_production.xls","c6549d10-2265-4884-849a-00efdd4c5168, 00d7f4ae-092f-4361-84ac-45bf3cf87a10","Data, Data",
BC Arts Council Annual Arts Awards Listing 2009 - 2010,bc-arts-council-annual-arts-awards-listing-2009-2010,Dataset,b95fa84f-2328-4adc-aebe-9a214f741fa7,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/b95fa84f-2328-4adc-aebe-9a214f741fa7/resource/bb3bc790-a979-4826-8de6-c77c527fd20b/download/20092010bcacawardslisting.csv, https://catalogue.data.gov.bc.ca/dataset/b95fa84f-2328-4adc-aebe-9a214f741fa7/resource/1cac16ab-5e70-4847-a4b2-0e88426a9a23/download/20092010bcacawardslisting.xls","csv, xls","2009-2010_BCAC_awards_listing.csv, 2009-2010_BCAC_awards_listing.xls","bb3bc790-a979-4826-8de6-c77c527fd20b, 1cac16ab-5e70-4847-a4b2-0e88426a9a23","Data, Data",
BC Arts Council Annual Arts Awards Listing 2007 - 2008,bc-arts-council-annual-arts-awards-listing-2007-2008,Dataset,b76efec8-eb8a-4765-8d8e-c1afbf57e468,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/b76efec8-eb8a-4765-8d8e-c1afbf57e468/resource/2155a88e-5cb8-4692-ac0e-dd7aa6c56abe/download/20072008bcacawardslisting.csv, https://catalogue.data.gov.bc.ca/dataset/b76efec8-eb8a-4765-8d8e-c1afbf57e468/resource/e2e7cd80-f52b-457f-9719-f310312c628b/download/20072008bcacawardslisting.xls","csv, xls","2007-2008_BCAC_awards_listing.csv, 2007-2008_BCAC_awards_listing.xls","2155a88e-5cb8-4692-ac0e-dd7aa6c56abe, e2e7cd80-f52b-457f-9719-f310312c628b","Data, Data",
BC Arts Council Annual Arts Awards Listing 2010 - 2011,bc-arts-council-annual-arts-awards-listing-2010-2011,Dataset,8355a7b6-ab7d-4047-91fc-b7d8501dbf31,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/8355a7b6-ab7d-4047-91fc-b7d8501dbf31/resource/b0be06dd-aa3b-4377-a566-2c8d6a2c2a20/download/20102011bcacawardslisting.csv, https://catalogue.data.gov.bc.ca/dataset/8355a7b6-ab7d-4047-91fc-b7d8501dbf31/resource/9ff9efb5-4f0b-4699-8f9d-fc0967324340/download/20102011bcacawardslisting.xls","csv, xls","2010-2011_BCAC_awards_listing.csv, 2010-2011_BCAC_awards_listing.xls","b0be06dd-aa3b-4377-a566-2c8d6a2c2a20, 9ff9efb5-4f0b-4699-8f9d-fc0967324340","Data, Data",
BC Arts Council Annual Arts Awards Listing 2011 - 2012,bc-arts-council-annual-arts-awards-listing-2011-2012,Dataset,4ac34ad0-fd4d-4a9d-b391-5a48a4881edf,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/4ac34ad0-fd4d-4a9d-b391-5a48a4881edf/resource/3c94d6d5-9e4f-4b82-aa28-3b108d0b605c/download/20112012bcacawardslisting.csv, https://catalogue.data.gov.bc.ca/dataset/4ac34ad0-fd4d-4a9d-b391-5a48a4881edf/resource/36de59d1-2207-4fba-bdf7-8b3a2cf32491/download/20112012bcacawardslisting.xls","csv, xls","2011-2012_BCAC_awards_listing.csv, 2011-2012_BCAC_awards_listing.xls","3c94d6d5-9e4f-4b82-aa28-3b108d0b605c, 36de59d1-2207-4fba-bdf7-8b3a2cf32491","Data, Data",
BC Arts Council Annual Arts Awards Listing - Supplemental - 2008 - 2009,bc-arts-council-annual-arts-awards-listing-supplemental-2008-2009,Dataset,46699ab8-89f8-475e-9116-95265f5a11ee,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/46699ab8-89f8-475e-9116-95265f5a11ee/resource/0edf5142-5c5a-43ff-9e05-6728a680adbc/download/20082009bcacannualreportsupplementalawards.csv, https://catalogue.data.gov.bc.ca/dataset/46699ab8-89f8-475e-9116-95265f5a11ee/resource/67f97f16-c5f8-481e-9224-ea55c877a575/download/20082009bcacannualreportsupplementalawards.xls","csv, xls","2008-2009_BCAC_annual_report_supplemental_awards.csv, 2008-2009_BCAC_annual_report_supplemental_awards.xls","0edf5142-5c5a-43ff-9e05-6728a680adbc, 67f97f16-c5f8-481e-9224-ea55c877a575","Data, Data",
BC Arts Council Annual Arts Awards Listing 2008 - 2009,bc-arts-council-annual-arts-awards-listing-2008-2009,Dataset,faa493c7-5e79-4587-a33d-eaa782c5a7a4,21ba2410-6d20-457c-bebf-3590d231dbc6,BC Arts Council,Economy,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-14,2015-12-22,The British Columbia Arts Council is an independen,completed,"https://catalogue.data.gov.bc.ca/dataset/faa493c7-5e79-4587-a33d-eaa782c5a7a4/resource/9c3891c6-5810-41ae-a360-c46288a0ed0e/download/20082009bcacawardslisting.xls, https://catalogue.data.gov.bc.ca/dataset/faa493c7-5e79-4587-a33d-eaa782c5a7a4/resource/19424aa4-48a6-470c-a89b-7daf193d67a6/download/20082009bcacawardslisting.csv","xls, csv","2008-2009_BCAC_awards_listing.xls, 2008-2009_BCAC_awards_listing.csv","9c3891c6-5810-41ae-a360-c46288a0ed0e, 19424aa4-48a6-470c-a89b-7daf193d67a6","Data, Data",
Monthly BC Employment and Assistance Program by Age,monthly-bc-employment-and-assistance-program-by-age,Dataset,aff441fd-1440-480f-b61a-8a34d2f8cda2,1246b1b1-28ba-4d86-91d2-3598f1ec631f,Research,Social Services,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-08-03,2016-01-19,The Ministry reports the breakdown of the BC Emplo,completed,http://www.sd.gov.bc.ca/research/OpenData/bcea_age_bands.csv,csv,bcea_age_bands.csv,ed9175c5-601a-4941-9733-970e7545f14c,Data,
Tourism Suppliers - Approved Accommodation Listing Report 2012,tourism-suppliers-approved-accommodation-listing-report-2012,Dataset,eae26284-4536-416e-8adb-d9363e0a2ad5,6c33e6ca-ad22-44d7-9643-5ce38a12a624,Destination BC,Transportation,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-31,2015-12-22,This report contains approved accommodation produc,completed,"https://catalogue.data.gov.bc.ca/dataset/eae26284-4536-416e-8adb-d9363e0a2ad5/resource/15ed2e67-1afc-461c-9033-1842baeb2a88/download/tourismreport731accommlistings.csv, https://catalogue.data.gov.bc.ca/dataset/eae26284-4536-416e-8adb-d9363e0a2ad5/resource/73d6676f-4c8e-4095-af28-e47f1c303d66/download/tourismreport731accommlistings.xls","csv, xls","tourism_Report_731_AccommListings.csv, tourism_Report_731_AccommListings.xls","15ed2e67-1afc-461c-9033-1842baeb2a88, 73d6676f-4c8e-4095-af28-e47f1c303d66","Data, Data",
Tourism Suppliers - Approved Non-Accommodation Listing Report 2012,tourism-suppliers-approved-non-accommodation-listing-report-2012,Dataset,8a771f35-7c82-451a-8972-d0a0cc3d8d5f,6c33e6ca-ad22-44d7-9643-5ce38a12a624,Destination BC,Transportation,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2012-07-31,2015-12-22,This report contains approved non-accommodation pr,completed,"https://catalogue.data.gov.bc.ca/dataset/8a771f35-7c82-451a-8972-d0a0cc3d8d5f/resource/03f2ec9b-4b45-4903-b6bb-3d061f9d5d0f/download/tourismreport732nonaccomm.csv, https://catalogue.data.gov.bc.ca/dataset/8a771f35-7c82-451a-8972-d0a0cc3d8d5f/resource/d8c02dd9-bb8b-431e-b75a-5458c2f2d795/download/tourismreport732nonaccomm.xls","csv, xls","tourism_Report_732_NonAccomm.csv, tourism_Report_732_NonAccomm.xls","03f2ec9b-4b45-4903-b6bb-3d061f9d5d0f, d8c02dd9-bb8b-431e-b75a-5458c2f2d795","Data, Data",
