Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type,Object Name
Coastal BC Marine Navigation Hazards - Line,coastal-bc-marine-navigation-hazards-line,Geographic,c286cecf-cc41-4a03-ae6e-bfc37609f0e4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9673,",other,Coastal BC Marine Navigation Hazards - Line - Custom Download,b8780fe3-1dfa-4043-9353-b04f91ff7df9,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_LINE
Coastal BC Marine Navigation Hazards - Line,coastal-bc-marine-navigation-hazards-line,Geographic,c286cecf-cc41-4a03-ae6e-bfc37609f0e4,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_LINE/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 8f91ba1d-1252-4f80-9272-76a18d40805c, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_LINE
Range Units,range-units,Geographic,be7925cf-9109-4b74-b26c-d74b26aa34de,80c16b46-354c-40f5-83be-d825e428d812,"Ministry Of Forests Lands And Natural Resource Operations, Range (Range, Invasive Plants and Ecosystem Restoration)",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,A Range Unit is an administrative area established...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14622,",other,Range Units - Custom Download,c8d6bec4-8890-47fa-8571-5fe1ed08e41b,Data,WHSE_FOREST_VEGETATION.RANGE_UNIT_POLY_SVW
Range Units,range-units,Geographic,be7925cf-9109-4b74-b26c-d74b26aa34de,80c16b46-354c-40f5-83be-d825e428d812,"Ministry Of Forests Lands And Natural Resource Operations, Range (Range, Invasive Plants and Ecosystem Restoration)",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,A Range Unit is an administrative area established...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RANGE_UNIT_POLY_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 50a25098-a472-495c-b854-8e221cb6229b, Data,WHSE_FOREST_VEGETATION.RANGE_UNIT_POLY_SVW
Habitat Capability for the Cariboo Region,habitat-capability-for-the-cariboo-region,Geographic,b9f74385-e5b2-4c84-a049-ce2f5d207338,199e816f-bb14-40f6-96e2-ab84b8b49faf,"Ministry Of Forests Lands And Natural Resource Operations, Forest Analysis and Inventory",Natural Resources,Open Government License - British Columbia,MEDIUM-SENSITIVITY,Public,Public,2011-10-12,2015-12-22,Capability mapping showing provincially significan...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4091,other,Habitat Capability for the Cariboo Region - Custom Download,4ae98ffb-3304-4a90-b66a-54d9b3c81ab7,Data,REG_LAND_AND_NATURAL_RESOURCE.HABITAT_CAPABILITY_CAR_POLY
Stoyoma Wilderness Area Merritt TSA,stoyoma-wilderness-area-merritt-tsa,Geographic,b6ec4d0d-b89a-49cd-b455-62511314bee9,f473c4b8-03df-4cb3-a86a-168406eac22b,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Thompson Okanagan",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Stoyoma Wilderness Area within the Merrit Timber S...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3529,other,Stoyoma Wilderness Area Merritt TSA - Custom Download,ffcf268e-275c-438e-b4e6-be0bc2b1dd76,Data,REG_HUMAN_CULTURAL_ECONOMIC.STOYOMA_WILDERNESS_TME_POLY
Coastal BC Marine and Freshwater Kayaking Routes,coastal-bc-marine-and-freshwater-kayaking-routes,Geographic,ac10e88e-9bb1-4ec7-9d16-bc0e5cebcdeb,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The location of coastal British Columbia marine an...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9670,",other,Coastal BC Marine and Freshwater Kayaking Routes - Custom Download,e22802da-5e48-4077-b012-7e0bf0c430b4,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_ROUTES_LINE
Coastal BC Marine and Freshwater Kayaking Routes,coastal-bc-marine-and-freshwater-kayaking-routes,Geographic,ac10e88e-9bb1-4ec7-9d16-bc0e5cebcdeb,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The location of coastal British Columbia marine an...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_ROUTES_LINE/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 8a1d58f9-b8e4-43b6-b316-ad84a2d66cf9, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_ROUTES_LINE
Grizzly Class 1 and 2 Habitat for the Mid-Coast Forest District,grizzly-class-1-and-2-habitat-for-the-mid-coast-forest-district,Geographic,a6d7c440-d765-4f8f-833c-6530b29d32f5,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Grizzly bear habitat to be incorporated into the C...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4069,other,Grizzly Class 1 and 2 Habitat for the Mid-Coast Forest District - Custom Download,99ba633c-ee27-4df5-b627-ffd18208612c,Data,REG_LAND_AND_NATURAL_RESOURCE.GRIZZLY_HABITAT_DMC_POLY
Coastal BC Marine Navigation Aids,coastal-bc-marine-navigation-aids,Geographic,a0e533a3-583e-466a-9ce4-31a41f4dab48,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9676,",other,Coastal BC Marine Navigation Aids - Custom Download,8a17d6be-9e1d-4fb7-8889-784f51f88f2f,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_NAVIGATIONAL_AIDS_POINT
Coastal BC Marine Navigation Aids,coastal-bc-marine-navigation-aids,Geographic,a0e533a3-583e-466a-9ce4-31a41f4dab48,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_NAVIGATIONAL_AIDS_POINT/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 3c020f31-9089-4611-b421-16bdbca615b1, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_NAVIGATIONAL_AIDS_POINT
Non-Productive Forest for the Cariboo Region,non-productive-forest-for-the-cariboo-region,Geographic,8f0eabe0-f424-4062-ade1-cb4368c81b3a,199e816f-bb14-40f6-96e2-ab84b8b49faf,"Ministry Of Forests Lands And Natural Resource Operations, Forest Analysis and Inventory",Natural Resources,Open Government License - British Columbia,MEDIUM-SENSITIVITY,Public,Public,2011-10-12,2015-12-22,Areas of non-productive forest land in the Cariboo...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4276,other,Non-Productive Forest for the Cariboo Region - Custom Download,beef33e8-ffb1-4b00-ae32-323896fe0431,Data,REG_LAND_AND_NATURAL_RESOURCE.NON_PRODUCTIVE_FOREST_CAR_POLY
Tourism Feature Areas for the Cariboo Region,tourism-feature-areas-for-the-cariboo-region,Geographic,892af363-1004-4824-90ce-139d76cf2703,76860945-f4dc-43da-a111-448438d2744f,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Cariboo",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Tourism use polygons of lakes and areas of trails...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3531,other,Tourism Feature Areas for the Cariboo Region - Custom Download,32f5b432-19d0-47f0-8119-2483a1e9d434,Data,REG_HUMAN_CULTURAL_ECONOMIC.TOURISM_AREAS_CAR_POLY
Coastal BC Marine Kayaking Destinations,coastal-bc-marine-kayaking-destinations,Geographic,81c64b8d-b578-49c9-bec5-32f01326f6e3,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The location of coastal British Columbia marine ka...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9671,",other,Coastal BC Marine Kayaking Destinations - Custom Download,fb6f6ca7-74b5-46dc-a50b-46e2dabf0ee8,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_SITES_POINT
Coastal BC Marine Kayaking Destinations,coastal-bc-marine-kayaking-destinations,Geographic,81c64b8d-b578-49c9-bec5-32f01326f6e3,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The location of coastal British Columbia marine ka...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_SITES_POINT/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, faa1dbe2-16b2-41fc-98ca-7ece7a6dc4f8, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_SITES_POINT
Fish Distribution Okanagan Shuswap TSA,fish-distribution-okanagan-shuswap-tsa,Geographic,802bc4d1-1529-4275-bca5-b08905934c1f,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Known fish distribution for the Okanagan Shuswap T...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3856,other,Fish Distribution Okanagan Shuswap TSA - Custom Download,438fc734-7a25-4f01-93bd-d7cc9719ac49,Data,REG_LAND_AND_NATURAL_RESOURCE.FISH_DISTRIBUTION_TOK_POLY
Operability - Boundary TSA,operability-boundary-tsa,Geographic,7c1fb96f-6e1a-40cb-8f27-0c3892a91356,817d6b31-8e66-435a-955e-2b055f08317a,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Kootenay Boundary",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Operability for the Boundary TSA and TFL 8 (topr_b...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4346,other,Operability - Boundary TSA - Custom Download,6ae45d51-8ffb-4e3b-a1bf-322474794871,Data,REG_LAND_AND_NATURAL_RESOURCE.OPERABILITY_TBD_POLY
Shorezone Flight Image Points,shorezone-flight-image-points,Geographic,7b57cb32-cb26-45cb-8812-edaae0865cb7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Point information that shows the path taken by the...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=5337,other,Shorezone Flight Image Points - Custom Download,0e01294f-5336-483c-97ec-2adb189347b3,Data,WHSE_ENVIRONMENTAL_MONITORING.SHZN_FLIGHTIMAGE_POINTS
Coastal BC Marine Navigation Hazards - Point,coastal-bc-marine-navigation-hazards-point,Geographic,79c5706f-2c80-4a62-9aa5-594f5534c3e3,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9674,",other,Coastal BC Marine Navigation Hazards - Point - Custom Download,9169d1a4-55d4-454f-900d-5730d8d06dfd,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_POINT
Coastal BC Marine Navigation Hazards - Point,coastal-bc-marine-navigation-hazards-point,Geographic,79c5706f-2c80-4a62-9aa5-594f5534c3e3,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia marine n...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_POINT/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, b7f22fb3-2d20-4eb8-8412-58521fc23a1c, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_POINT
Operability - Revelstoke TSA,operability-revelstoke-tsa,Geographic,785c9d5a-f435-493f-9ec5-bc2ac618ad0a,817d6b31-8e66-435a-955e-2b055f08317a,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Kootenay Boundary",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Operability for the Revelstoke TSA (topr_rv)...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4350,other,Operability - Revelstoke TSA - Custom Download,607cd1d2-6090-4f71-bf8a-c27013561208,Data,REG_LAND_AND_NATURAL_RESOURCE.OPERABILITY_TRV_POLY
Lakeshore Management Zones For Classified Lakes Merritt TSA,lakeshore-management-zones-for-classified-lakes-merritt-tsa,Geographic,75af9df1-7603-4029-a3b8-9328d95d8173,32cf90fc-9350-4ab6-995f-11a66125b5a1,"Ministry Of Forests Lands And Natural Resource Operations, Forest Tenures",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Lakeshore management zones for classified lakes in...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4130,other,Lakeshore Management Zones For Classified Lakes Merritt TSA - Custom Download,a7a6c4b6-0995-47a9-8d81-8a0df131f160,Data,REG_LAND_AND_NATURAL_RESOURCE.LAKESHORE_MGMT_ZONES_TME_POLY
Coastal BC Diving Sites,coastal-bc-diving-sites,Geographic,6f344ab9-279f-4782-b53a-fa15ffbfa3f7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia scuba di...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9668,",other,Coastal BC Diving Sites - Custom Download,aac4e74f-0fb8-4c6f-92bc-b76c536081f0,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_DIVING_SITES_POINT
Coastal BC Diving Sites,coastal-bc-diving-sites,Geographic,6f344ab9-279f-4782-b53a-fa15ffbfa3f7,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia scuba di...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_DIVING_SITES_POINT/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, a93e23e4-6ab8-4ab9-b25d-2eaeafaf60e7, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_DIVING_SITES_POINT
Walk In Lakes and Surrounding Buffers Clearwater FD,walk-in-lakes-and-surrounding-buffers-clearwater-fd,Geographic,68110f99-c5ce-47da-8cf8-472ae100d2e4,f473c4b8-03df-4cb3-a86a-168406eac22b,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Thompson Okanagan",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Walk-in lakes and the buffers around the walk-in l...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4751,other,Walk In Lakes and Surrounding Buffers Clearwater FD - Custom Download,318669d5-1e09-49eb-ae80-62886df02d81,Data,REG_LAND_AND_NATURAL_RESOURCE.WALK_IN_LAKES_DCL_POLY
Coastal BC Moorages,coastal-bc-moorages,Geographic,641a7218-a54f-4200-ad29-72e04d3fc719,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia moorages...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9675,",other,Coastal BC Moorages - Custom Download,61ba404f-7315-4b02-8435-648ece22748f,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MOORAGES_POINT
Coastal BC Moorages,coastal-bc-moorages,Geographic,641a7218-a54f-4200-ad29-72e04d3fc719,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia moorages...,completed,"https://catalogue.data.gov.bc.ca/dataset/641a7218-a54f-4200-ad29-72e04d3fc719/resource/9d5fc91a-c936-4e03-a148-6962ad2b0b1a/download/councilofbcyachtclubsaugust1997.pdf,", pdf, Council of BC Yacht Clubs August 1997 , 9d5fc91a-c936-4e03-a148-6962ad2b0b1a, Reports,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MOORAGES_POINT
Coastal BC Moorages,coastal-bc-moorages,Geographic,641a7218-a54f-4200-ad29-72e04d3fc719,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia moorages...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_MOORAGES_POINT/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, a3380cee-5a9c-4619-9184-5042aef99742, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MOORAGES_POINT
North Thompson Caribou Habitat Clearwater Forest District,north-thompson-caribou-habitat-clearwater-forest-district,Geographic,6271d5dc-4870-41e4-903d-4d378c297353,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,North Thompson Caribou Habitat within the Clearwat...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3706,other,North Thompson Caribou Habitat Clearwater Forest District - Custom Download,fbb09972-561b-4170-9a7a-c0218e578960,Data,REG_LAND_AND_NATURAL_RESOURCE.CARIBOU_HABITAT_DCL_POLY
Coastal BC Recreational Craft Cruising Routes,coastal-bc-recreational-craft-cruising-routes,Geographic,5426b1bb-55e9-4f74-82aa-e9ddbaaf4daf,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia recreati...,completed,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=9665,",other,Coastal BC Recreational Craft Cruising Routes - Custom Download,e263957e-70f9-4625-a1fd-47f40a826e27,Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_BOAT_CRUISING_ROUTES_LINE
Coastal BC Recreational Craft Cruising Routes,coastal-bc-recreational-craft-cruising-routes,Geographic,5426b1bb-55e9-4f74-82aa-e9ddbaaf4daf,e51a8106-11c7-4436-a967-7cee18bfb159,"Ministry Of Forests Lands And Natural Resource Operations, GeoBC",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,The locations of coastal British Columbia recreati...,completed,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_BOAT_CRUISING_ROUTES_LINE/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, 216bf9e0-26cb-472b-be7d-7d0a9af5c915, Data,WHSE_ENVIRONMENTAL_MONITORING.CHRA_BOAT_CRUISING_ROUTES_LINE
Stock Range,stock-range,Geographic,5284e420-fb1a-4822-ba68-b4d80aaf1aee,80c16b46-354c-40f5-83be-d825e428d812,"Ministry Of Forests Lands And Natural Resource Operations, Range (Range, Invasive Plants and Ecosystem Restoration)",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,A Stock Range is an administrative area establishe...,onGoing,"https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=14635,",other,Stock Range - Custom Download,4d67d558-a38d-4fe7-86ac-697ba829bde1,Data,WHSE_FOREST_VEGETATION.RANGE_STOCK_RANGE_POLY_SVW
Stock Range,stock-range,Geographic,5284e420-fb1a-4822-ba68-b4d80aaf1aee,80c16b46-354c-40f5-83be-d825e428d812,"Ministry Of Forests Lands And Natural Resource Operations, Range (Range, Invasive Plants and Ecosystem Restoration)",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,A Stock Range is an administrative area establishe...,onGoing,https://openmaps.gov.bc.ca/geo/pub/WHSE_FOREST_VEGETATION.RANGE_STOCK_RANGE_POLY_SVW/ows?service=WMS&request=GetCapabilities, wms, WMS getCapabilities request, f4c9c9db-f819-475f-bc80-3c9034695228, Data,WHSE_FOREST_VEGETATION.RANGE_STOCK_RANGE_POLY_SVW
Identified Management Initiatives SOSCP,identified-management-initiatives-soscp,Geographic,4c5c86dc-f9dc-4227-ae12-0363261b28cd,f473c4b8-03df-4cb3-a86a-168406eac22b,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Thompson Okanagan",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Identified Management Initiatives within the South...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4114,other,Identified Management Initiatives SOSCP - Custom Download,8ba741ba-d481-49ac-98ae-53da74b4b501,Data,REG_LAND_AND_NATURAL_RESOURCE.IDENTIFD_MGMT_INIT_SOSCP_POLY
Management Initiatives Crown Land South Okanagan SOSCP,management-initiatives-crown-land-south-okanagan-soscp,Geographic,4a37eeb7-ed1d-4303-aaef-300b0a9bf781,f473c4b8-03df-4cb3-a86a-168406eac22b,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Thompson Okanagan",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Identified Management Initiative polygons on crown...,completed,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=4208,other,Management Initiatives Crown Land South Okanagan SOSCP - Custom Download,4c22101d-8c0d-400f-892e-8dd95ac83e30,Data,REG_LAND_AND_NATURAL_RESOURCE.MGMT_INIT_CRN_LND_SOSCP_POLY
Mountain Caribou Critical Habitat in the Hart and Cariboo Mountains,mountain-caribou-critical-habitat-in-the-hart-and-cariboo-mountains,Geographic,49b06100-b8ae-40b3-8d16-5bbed54f995b,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,This is an old dataset that has not been updated i...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=8849,other,Mountain Caribou Critical Habitat in the Hart and Cariboo Mountains - Custom Download,ef76a97e-e712-4921-92ae-e61c6ed42287,Data,WHSE_WILDLIFE_INVENTORY.MCR_CARIBOU_HABITAT_AREAS_SP
Elk Connectivity Corridors Merritt TSA,elk-connectivity-corridors-merritt-tsa,Geographic,4079f9fc-727e-4837-81d9-8ea2eefbb57d,66263ee0-816d-4bb4-858b-41e1b6377e08,"Ministry Of Environment, Ecosystems",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Elk Connectivity Corridors within the Merritt Timb...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3803,other,Elk Connectivity Corridors Merritt TSA - Custom Download,969ddb44-0e68-4d0c-9d73-2aaa90fe122e,Data,REG_LAND_AND_NATURAL_RESOURCE.ELK_CONNECTIVITY_CORR_TME_LINE
Outside Boundary of Class 3 Domestic Watersheds - Kootenay Region,outside-boundary-of-class-3-domestic-watersheds-kootenay-region,Geographic,3a1c89cf-f939-4706-b435-b4dbb9a48fbf,817d6b31-8e66-435a-955e-2b055f08317a,"Ministry Of Forests Lands And Natural Resource Operations, Regional Operations - Kootenay Boundary",Natural Resources,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2011-10-12,2015-12-22,Outside boundaries of class 3 domestic watersheds ...,onGoing,https://apps.gov.bc.ca/pub/dwds/addProductsFromExternalApplication.do?productTypeId=0&productId=3785,other,Outside Boundary of Class 3 Domestic Watersheds - Kootenay Region - Custom Download,0a14c545-7d9c-462a-8bde-58f4b58ac8b3,Data,REG_LAND_AND_NATURAL_RESOURCE.DOM_WTRSHD_CLS3_BNDRY_KOR_POLY
